timestamp,demand_mw,supply_mw,source_file
2025-02-04 00:00:00,69451.391667,108623.0,KPX_public_sukub_csv
2025-02-04 01:00:00,66992.1,107754.083333,KPX_public_sukub_csv
2025-02-04 02:00:00,65598.941667,107864.166667,KPX_public_sukub_csv
2025-02-04 03:00:00,64913.933333,107839.75,KPX_public_sukub_csv
2025-02-04 04:00:00,65260.166667,107865.583333,KPX_public_sukub_csv
2025-02-04 05:00:00,66983.683333,107878.083333,KPX_public_sukub_csv
2025-02-04 06:00:00,71105.641667,107955.75,KPX_public_sukub_csv
2025-02-04 07:00:00,77689.916667,108577.75,KPX_public_sukub_csv
2025-02-04 08:00:00,85198.925,108943.583333,KPX_public_sukub_csv
2025-02-04 09:00:00,86472.375,109781.333333,KPX_public_sukub_csv
2025-02-04 10:00:00,84338.991667,110496.416667,KPX_public_sukub_csv
2025-02-04 11:00:00,81470.858333,111099.083333,KPX_public_sukub_csv
2025-02-04 12:00:00,76933.933333,111169.333333,KPX_public_sukub_csv
2025-02-04 13:00:00,79251.6,111345.916667,KPX_public_sukub_csv
2025-02-04 14:00:00,80614.708333,111395.75,KPX_public_sukub_csv
2025-02-04 15:00:00,82152.183333,110993.75,KPX_public_sukub_csv
2025-02-04 16:00:00,84691.145455,110059.727273,KPX_public_sukub_csv
2025-02-04 17:00:00,85749.891667,109798.75,KPX_public_sukub_csv
2025-02-04 18:00:00,85098.833333,109911.75,KPX_public_sukub_csv
2025-02-04 19:00:00,83257.491667,109886.666667,KPX_public_sukub_csv
2025-02-04 20:00:00,79818.991667,109472.25,KPX_public_sukub_csv
2025-02-04 21:00:00,76700.875,109232.333333,KPX_public_sukub_csv
2025-02-04 22:00:00,75359.208333,108877.083333,KPX_public_sukub_csv
2025-02-04 23:00:00,74586.033333,108777.25,KPX_public_sukub_csv
2025-02-05 00:00:00,71082.55,107860.75,KPX_public_sukub_csv
2025-02-05 01:00:00,68434.083333,107683.0,KPX_public_sukub_csv
2025-02-05 02:00:00,66916.025,106864.833333,KPX_public_sukub_csv
2025-02-05 03:00:00,66048.508333,106827.333333,KPX_public_sukub_csv
2025-02-05 04:00:00,66283.183333,106777.083333,KPX_public_sukub_csv
2025-02-05 05:00:00,67806.833333,106723.416667,KPX_public_sukub_csv
2025-02-05 06:00:00,71795.908333,107023.166667,KPX_public_sukub_csv
2025-02-05 07:00:00,78271.733333,107765.333333,KPX_public_sukub_csv
2025-02-05 08:00:00,85895.883333,107737.75,KPX_public_sukub_csv
2025-02-05 09:00:00,87120.318182,108274.090909,KPX_public_sukub_csv
2025-02-05 10:00:00,84899.7,109275.454545,KPX_public_sukub_csv
2025-02-05 11:00:00,81915.775,109475.583333,KPX_public_sukub_csv
2025-02-05 12:00:00,77528.633333,109578.333333,KPX_public_sukub_csv
2025-02-05 13:00:00,79961.258333,109622.0,KPX_public_sukub_csv
2025-02-05 14:00:00,80850.516667,109526.083333,KPX_public_sukub_csv
2025-02-05 15:00:00,81703.233333,109322.666667,KPX_public_sukub_csv
2025-02-05 16:00:00,84175.108333,108457.333333,KPX_public_sukub_csv
2025-02-05 17:00:00,85221.716667,108160.083333,KPX_public_sukub_csv
2025-02-05 18:00:00,84832.658333,108124.333333,KPX_public_sukub_csv
2025-02-05 19:00:00,83368.25,108114.0,KPX_public_sukub_csv
2025-02-05 20:00:00,80209.666667,108102.833333,KPX_public_sukub_csv
2025-02-05 21:00:00,77156.775,108063.083333,KPX_public_sukub_csv
2025-02-05 22:00:00,76260.791667,108915.333333,KPX_public_sukub_csv
2025-02-05 23:00:00,75566.972727,108507.363636,KPX_public_sukub_csv
2025-02-06 00:00:00,71616.575,108639.5,KPX_public_sukub_csv
2025-02-06 01:00:00,69145.916667,108620.5,KPX_public_sukub_csv
2025-02-06 02:00:00,67592.05,108679.416667,KPX_public_sukub_csv
2025-02-06 03:00:00,66835.916667,108207.666667,KPX_public_sukub_csv
2025-02-06 04:00:00,67130.958333,108192.666667,KPX_public_sukub_csv
2025-02-06 05:00:00,68755.458333,108192.5,KPX_public_sukub_csv
2025-02-06 06:00:00,72492.55,108306.25,KPX_public_sukub_csv
2025-02-06 07:00:00,78863.133333,108924.333333,KPX_public_sukub_csv
2025-02-06 08:00:00,86079.733333,109066.25,KPX_public_sukub_csv
2025-02-06 09:00:00,86096.0,110072.666667,KPX_public_sukub_csv
